name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
Legal Creatives	2017	Dover, Newfoundland, Canada	Legal Education	n/a	n/a	Legal Creatives consults and trains legal entrepreneurs.	 https://www.legalcreatives.com/	https://twitter.com/lawforcreatives?lang=en	n/a	https://www.crunchbase.com/organization/legal-creatives	https://www.linkedin.com/company/legalcreatives/	https://www.facebook.com/legalcreativesnow/	Continuing Education, Events, Legal, Legal Tech	active
Privatim	2015	Denver	Document Automation	n/a	n/a	Secure. Client. Communication.	n/a	https://twitter.com/privatim_saas	https://angel.co/privatim/	n/a	n/a	https://www.facebook.com/nostalgiaprivatim.de	n/a	active
Studentensteuererklaerung.de	2015	Berlin	Document Automation	n/a	n/a	Tax Returns	 https://www.studentensteuererklaerung.de/	https://twitter.com/studentensteuer	https://angel.co/studentensteuererklaerung-de/jobs	n/a	n/a	https://www.facebook.com/studentensteuererklaerung/	n/a	active
LAWLIFT	2015	Berlin, Berlin, Germany	Marketplace	n/a	n/a	LAWLIFT offers legal tech for law firms, legal departments and notaries with our document automation software.	https://www.lawlift.de/	https://twitter.com/getlawlift?lang=en	n/a	https://www.crunchbase.com/organization/lawlift	https://www.linkedin.com/company/lawlift-gmbh/	https://www.facebook.com/lawlift/	Advice, Consulting, Legal, Legal Tech, Software	active
Lawyer.com	2008	Basking Ridge, New Jersey, United States	Marketplace	n/a	n/a	Lawyer is an online Lawyer matching service & directory.	n/a	https://twitter.com/lawyer	https://angel.co/r/remote-friendly/lawyer/jobs	n/a	https://www.linkedin.com/company/lawyer-com/	http://www.facebook.com/lawyerdotcom/	Information Technology, Legal, Legal Tech, Marketing	active
LawIQ	2015	Washington, District of Columbia, United States	Marketplace	n/a	n/a	LawIQ provides regulatory and legal data analytics and intelligence services for blue chip energy and industrial corporations	n/a	https://twitter.com/lawiqenergy	https://angel.co/company/lawiq	n/a	https://www.linkedin.com/company/lawiq/	https://www.facebook.com/public/LawIQ	Consulting, Energy, Legal, Legal Tech, Software	active
GLC CONSULTORES	2017	Bogota	Practice Management	n/a	n/a	Legal Services for Entrepreneurs	http://www.gestionlegalcolombia.com/	n/a	https://angel.co/glc-consultores	https://www.crunchbase.com/organization/glc	https://www.linkedin.com/company/glc-consulting	https://www.facebook.com/GestionLegalColombia/	n/a	active
LeasePilot	2015	Boston, Massachusetts, United States	Document Automation	n/a	n/a	LeasePilot develops software solutions for commercial real estate lease drafting and revision.	n/a	https://twitter.com/theleasepilot?lang=en	https://angel.co/company/gadfly-legal-technologies	n/a	https://www.linkedin.com/company/leasepilot/	https://www.facebook.com/LeasePilot/	Leasing, Legal, Legal Tech, Real Estate, Software	active
StartupFactCheck	2015	Colorado Springs, Colorado, United States	Marketplace	n/a	n/a	StartupFactCheck radically increases the ROI of your early-stage angel investment portfolio.	n/a	https://twitter.com/startfactcheck	https://angel.co/company/startupfactcheck/jobs	n/a	https://www.linkedin.com/company/startupfactcheck/	https://www.facebook.com/startupfactcheck/	Consulting, Finance, Financial Services, Legal, Legal Tech	inactive
LexGO	2016	Brazil	Marketplace	n/a	n/a	Connecting small businesses and entrepreneurs to high quality services and lawyers	https://lexgo.com.br	https://twitter.com/lexgoky?lang=en	https://angel.co/lexgo/jobs	https://www.crunchbase.com/organization/lexgo	https://www.linkedin.com/company/lexgo	https://www.facebook.com/lexgo/	n/a	active
Lexa	2016	Brooklyn, NY	Practice Management	n/a	n/a	Uber for Lawyers	n/a	https://twitter.com/LexaOficial	https://angel.co/david-lexa	n/a	https://www.linkedin.com/company/lexa	https://www.facebook.com/public/Lexa	n/a	inactive
Good Call	2017	Brooklyn, NY	Marketplace	n/a	n/a	Legal support in case of arrest	 https://goodcall.nyc/	https://twitter.com/goodcallnyc?lang=en	https://angel.co/good-call-2	https://www.crunchbase.com/organization/goodcall-9748	https://www.linkedin.com/company/good-call	https://www.facebook.com/goodcallnyc/	n/a	active
OpenLaw	2017	Brooklyn, New York, United States	Marketplace	n/a	n/a	OpenLaw, a ConsenSys spoke, is a legal operating system for blockchain technology.	n/a	https://twitter.com/OpenLawOfficial	https://angel.co/company/openlaw/jobs	n/a	https://www.linkedin.com/company/openlaw/	https://www.facebook.com/OpenLawOfficial/	Consulting, Information Technology, Legal, Legal Tech, Software	active
LeBonBail	2015	Brussels, Brussels Hoofdstedelijk Gewest, Belgium	Document Automation	n/a	n/a	LeBonBail offers a solution for writing and signing the real estate rental contract online.	 https://www.lebonbail.fr/	https://twitter.com/lebonbailbe?lang=en	https://angel.co/company/lebonbail	https://www.crunchbase.com/organization/lebonbail	https://www.linkedin.com/company/lebonbail/	https://www.facebook.com/lebonbailfr/	Information Technology, Legal, Legal Tech, Real Estate, Software	active
Crowdjury	2015	Buenos Aires, Distrito Federal, Argentina	E-Discovery	n/a	n/a	Crowdjury is an online platform that crowdsources judicial proceedings.	 https://www.crowdjury.org/	https://twitter.com/crowdjury?lang=en	n/a	https://www.crunchbase.com/organization/crowdjury	https://www.linkedin.com/company/crowdjury/	https://www.facebook.com/crowdjury/	Blockchain, Crowdsourcing, Cryptocurrency, Legal, Legal Tech	active
Netcog	2012	Calgary, Alberta, Canada	MarketPlace	n/a	n/a	Netcog is a privately-held company that designs, develops and deploys web-based applications for a select group of private clients.	http://www.netcog.net/	https://twitter.com/netcog	https://angel.co/company/netcog	https://www.crunchbase.com/organization/netcog	https://www.linkedin.com/company/netcogs	n/a	Information Technology, Internet, Legal, Legal Tech, Software	inactive
LegalBods	2015	Cardiff	Legal Research	n/a	n/a	Real world feedback for lawyers	https://LegalBods.com	n/a	n/a	n/a	n/a	n/a	n/a	active
Quarule	2014	Charlotte, North Carolina, United States	E-Discovery	n/a	n/a	Quarule is a smart AI Assistant that automates compliance program management, certification, and controls.	n/a	https://twitter.com/quaruleinc?lang=en	https://angel.co/company/quarule	n/a	https://www.linkedin.com/company/quarule-inc-/	n/a	Artificial Intelligence, Legal, Legal Tech, Risk Management, Software	active
LinkSquares	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	
Litify	2016	Brooklyn, New York, United States	Practice Management	n/a	n/a	Litify provides technology solutions for law firms by providing a trusted intelligent platform for practice management.	n/a	https://twitter.com/LitifyHQ	https://angel.co/company/litify/jobs	n/a	https://www.linkedin.com/company/10294739	https://www.facebook.com/litify/	Internet, Legal, Legal Tech, Marketing, Software	active
Reduse	2014	Cambridge, Cambridgeshire, United Kingdom	Practice Management	n/a	n/a	Reduse offers print removing services from papers using laser.	http://www.reduse.co.uk/	https://twitter.com/Unprinter	https://angel.co/company/reduce-data	https://www.crunchbase.com/organization/reduse	https://www.linkedin.com/company/reduse/	https://www.facebook.com/reduse.unprinter/	Laser, Legal, Legal Tech, Manufacturing, Printing	inactive
TIQ	2014	Amsterdam	Analytics	n/a	n/a	Create insights for growth with time capture technology. TIQ Time helps lawyers build a complete and consistent timesheet, helping firms to reduce leakage, increase their bottom-line and optimise insights and transparency in service delivery.	 https://www.tiqtime.com/	@tiqtime	n/a	https://www.crunchbase.com/organization/tiqtime	https://www.linkedin.com/company/tiq/about/	n/a	time capture	active
Justice42 B.V.	2017	The Hague, The Netherlands	Online Dispute Resolution	n/a	n/a	Online divorce platform that guides people through all agreements they need to make together in order organise their divorce. Blended system of online intake, collaboration interface, assistance of casemanager and both online and offline contact with lawyers that check the agreements that people make and file the divorce at the court. 	https://www.uitelkaar.nl	@UitelkaarNL	n/a	n/a	n/a	n/a	n/a	active
Epoq Legal Inc	1994	London, England, United Kingdom	Document Automation	n/a	n/a	Epoq is a pioneer in the development of online legal document services.	 http://www.epoq.co.uk/	https://twitter.com/epoq	n/a	https://www.crunchbase.com/organization/epoq	http://www.linkedin.com/company/epoq/	https://www.facebook.com/epoqinternetservices/	Content, Law Enforcement, Legal, Legal Tech, Software	active
Shakeup Online Sdn Bhd	2017	Selangor, Malaysia	Document Automation	n/a	n/a	ShakeUp Online is a leading provider of technology-enabled professional services in Southeast Asia.  We provide small-medium businesses, startups and individuals with access to easy-to-use, quality, efficient and affordable online legal document services.	https://www.shakeup.online	https://twitter.com/shakeuptheestab?lang=en	n/a	https://www.crunchbase.com/organization/shakeup-online	https://www.linkedin.com/company/shakeup-online	n/a	online legal document services, wills, tenancy agreement, mou, nda, power of attorney, employment contract, sme	active
Courtsdesk	2015	Dublin, Dublin, Ireland	Analytics	n/a	n/a	Courtdesk provides online database of court cases and reporting in Ireland.	 https://www.courtsdesk.com/	https://twitter.com/courtsdesk	n/a	https://www.crunchbase.com/organization/courtsdesk	https://www.linkedin.com/company/courtsdesk/	https://www.facebook.com/courtsdesk/	Data Integration, Law Enforcement, Legal, Legal Tech, News	active
Courtroom5	2013	Durham, North Carolina, United States	Marketplace	n/a	n/a	Courtroom5 delivers access to justice to people in civil court without a lawyer.	n/a	https://twitter.com/courtroom5legal?lang=en	https://angel.co/company/courtroom5	n/a	n/a	https://www.facebook.com/Courtroom5Legal/	Consulting, Legal, Legal Tech, Software	active
DOCUFIEL	2016	Ensenada, Baja California, Mexico	Document Automation	n/a	n/a	DOCUFIEL allows you to sign documents in the cloud, using the electronic signature, e-Signature or FIEL.	https://docufiel.com	https://twitter.com/hashtag/docufiel	https://angel.co/company/docufiel	https://www.crunchbase.com/organization/docufiel	https://www.linkedin.com/company/docufiel/	https://www.facebook.com/docufiel/	Document Management, Electronics, Legal, Legal Tech, Service Industry	active
SOLOMON Justice AI	2018	Eugene	Practice Management	n/a	n/a	Law Enforcement Software	n/a	n/a	https://angel.co/company/solomon-justice-ai	n/a	https://www.linkedin.com/pub/dir/Justice/Solomon	n/a	n/a	inactive
Legal Innovation Paris	2014	Paris, Ile-de-France, France	Legal Education	n/a	n/a	The collective Legal Innovation Paris was created in 2012 by teachers and students of the Computer Science and Law.	http://legal-innovation.paris/	https://twitter.com/LIP_LabEND?lang=fr	https://angel.co/legal-innovation-paris-1/jobs?src=rec	https://www.crunchbase.com/organization/legal-innovation-paris	https://www.linkedin.com/in/legalinnovationparis/	https://www.facebook.com/legalinnovationparis/	Consulting, Information Technology, Legal, Legal Tech, Software	inactive
IP Metro	2013	Merelbeke, Oost-Vlaanderen, Belgium	MarketPlace	n/a	n/a	IP Metro offers a range of online tools.	 https://ipmetro.com/	https://twitter.com/IPMetroConnect	n/a	https://www.crunchbase.com/organization/ip-metro	https://www.linkedin.com/company/ip-metro/	n/a	Consulting, Information Technology, Legal, Legal Tech, Software	active
Rightz	2016	Guadalajara	Online Dispute Resolution	n/a	n/a	Siri for legal topics (Rightz).	http://rightz.co/	n/a	https://angel.co/rightz	https://www.crunchbase.com/organization/rightz	https://www.linkedin.com/company/rightz	n/a	n/a	inactive
SpotDraft	2016	Noida, Uttar Pradesh, India	Document Automation	n/a	n/a	SpotDraft develops an artificial intelligence-powered platform to draft and execute legal contracts.	 https://spotdraft.com/	https://twitter.com/spotdrafthq?lang=en	https://angel.co/company/spotdraft	https://www.crunchbase.com/organization/spotdraft	https://www.linkedin.com/company/spotdraft/	https://www.facebook.com/getspotdraft/	Artificial Intelligence, Computer, Internet, Legal, Legal Tech, Software	active
MikeLegal	2016	Gurgaon, Haryana, India	Marketplace	n/a	n/a	MikeLegal is Asia’s first Artificially Intelligent legal associate.	 https://mikelegal.com/	https://twitter.com/lawmike?lang=en	https://angel.co/mike-128	https://www.crunchbase.com/organization/mikelegal	https://www.linkedin.com/company/mikelegal/	https://www.facebook.com/MikeLegalIndia/	Artificial Intelligence, Consulting, Information Technology, Legal, Legal Tech	active
Threat Resilience	2014	Halifax	MarketPlace	n/a	n/a	Next Generation MSSP	n/a	n/a	https://angel.co/threat-resilience	n/a	n/a	n/a	n/a	inactive
RovBOT	2017	Halifax, Nova Scotia, Canada	Document Automation	n/a	n/a	RovBOT is a tool to help international students with their Canadian visa process.	http://www.rovbot.ca/	n/a	https://angel.co/company/rovbot	https://www.crunchbase.com/organization/rovbot	https://www.linkedin.com/company/rovbot/	https://www.facebook.com/rovbot/	Artificial Intelligence, Legal, Legal Tech, Software	inactive
soocasa	2016	Halifax	MarketPlace	n/a	n/a	Real Estate Lease Option Platform	 http://soocasa.com/	https://twitter.com/SoocasaRe	https://angel.co/company/zoocasa	https://www.crunchbase.com/organization/soocasa	https://ca.linkedin.com/company/zoocasa-com	https://www.facebook.com/soocasa	n/a	inactive
Someturva	2017	Helsinki, Southern Finland, Finland	Document Automation	n/a	n/a	Someturva offers free legal help for users of social media and other online platforms.	 https://someturva.fi/	https://twitter.com/someturva?lang=en	https://angel.co/company/someturva	https://www.crunchbase.com/organization/someturva	https://www.linkedin.com/company/someturva/	https://www.facebook.com/Someturva/	Artificial Intelligence, Legal, Legal Tech, Social Assistance, Software	active
Law ExplorersÂ®	2014	Houston	Legal Research	n/a	n/a	Law Explorers Incorporated supports multilingual, multicultural legal literacy.	 http://www.lawexplorers.com/	https://twitter.com/LawExplorersInc	n/a	n/a	n/a	n/a	n/a	active
Filingmantra	2015	Hyderabad	Compliance	n/a	n/a	Making Tax Filing Hassle Free for Small Biz and Individuals	http://www.filingmantra.com/	https://twitter.com/@filing_mantra	https://angel.co/filingmantra	https://www.crunchbase.com/organization/filingmantra	https://in.linkedin.com/company/filingmantra-com	https://www.facebook.com/filingmantra/	n/a	inactive
GSTStreet	2016	Gurgaon, Haryana, India	Marketplace	n/a	n/a	GSTStreet is a premium shared ecosystem of seasoned tax, technology, and management experts worldwide.	 https://www.gststreet.com/	https://twitter.com/streetgst?lang=en	https://angel.co/company/gststreet	https://www.crunchbase.com/organization/gststreet	https://www.linkedin.com/company/gst-street	https://www.facebook.com/public/Gst-Street	Consulting, Information Technology, Legal, Legal Tech, Software	active
plunes technologies	2017	Gurgaon	Marketplace	n/a	n/a	Have your own Lawyer & Doctor anywhere anytime.	https://plunes.com	https://twitter.com/plunes076?lang=en	https://angel.co/plunes-technologies	https://www.crunchbase.com/organization/plunes	https://in.linkedin.com/company/plunes-com	https://www.facebook.com/plunes076/	n/a	inactive
BDM-Corporate Sales & Alliances	2017	Gurgaon	Marketplace	n/a	n/a	Online legal service platform	https://www.legalresolved.com/	n/a	https://angel.co/bdm-corporate-sales-alliances	n/a	n/a	n/a	n/a	acquired
Of Counsel Group	2016	Lansing, Michigan, United States	Document Automation	n/a	n/a	Of Counsel Group provides full-service document automation services for law firms and corporations using Contract Express and HotDocs.	n/a	n/a	n/a	n/a	https://www.linkedin.com/company/of-counsel-group/	https://www.facebook.com/OfCounselGroup/	Consulting, Information Technology, Legal, Legal Tech, Software	active
MoveDocs	2015	Las Vegas, Nevada, United States	Marketplace	n/a	n/a	MoveDocs maximizes personal injury case efficiency and outcomes.	n/a	https://twitter.com/movedoc	https://angel.co/company/movedocs	n/a	n/a	n/a	Consulting, Information Technology, Legal, Legal Tech, Software	active
RefundMyTicket.Net (Claim Assistance SAS)	2014	Paris, France	Document Automation	n/a	n/a	We help you get a compensation of up to â¬600 for a delayed or cancelled flight	 https://www.refundmyticket.net/	https://twitter.com/@RefundMyTicket	https://angel.co/refundmyticket-net-claim-assistance-sas	https://www.crunchbase.com/organization/refundmyticket-net	n/a	n/a	n/a	active
Civil Informer	2016	Livermore	Marketplace	n/a	n/a	Level the Legal Industry with Artificial Intelligence	n/a	n/a	https://angel.co/civil-informer	n/a	n/a	https://www.facebook.com/pages/Civil-Informer/536126616564845	n/a	inactive
Codify Law	2017	London	Analytics	n/a	n/a	Faster deal-making for Investment Managers	http://codify-law.com/	https://twitter.com/codifylegal	https://angel.co/company/codify-law	https://www.crunchbase.com/organization/codify-legal-publishing	https://ca.linkedin.com/company/codify-legal-publishing-inc.	https://www.facebook.com/codifylegalpublishing/	n/a	active
CLAWS	2015	London	Analytics	n/a	n/a	Legal analytics by data scientists	 http://www.claws.io/	https://twitter.com/caselawsearch	https://angel.co/claws	n/a	n/a	n/a	n/a	active
Cognitiv+	2015	London, England, United Kingdom	Analytics	n/a	n/a	Cognitiv+ is an artificial intelligence platform that automates knowledge extraction from legal data.	http://www.cognitivplus.com/	n/a	https://angel.co/company/cognitiv-2	https://www.crunchbase.com/organization/cognitiv-2	https://www.linkedin.com/company/cognitiv-/	https://www.facebook.com/cognitivplus/	Analytics, Artificial Intelligence, Legal, Legal Tech, Software	active
Concis.ly	2015	London	Document Automation	n/a	n/a	Like Visual Studio for Lawyers	http://concis.ly/	https://twitter.com/concis_ly	https://angel.co/concis-ly	n/a	n/a	n/a	n/a	inactive
Percipient	2014	Chicago, Illinois, United States	E-Discovery	n/a	n/a	Percipient offers electronic discovery (e-discovery), legal technology, and managed document review services.	n/a	https://twitter.com/percipient_info	https://angel.co/company/percipient-1	n/a	https://www.linkedin.com/company/percipient-a-legal-technology-and-e-discovery-company	n/a	Ediscovery, Information Technology, Legal, Legal Tech, Software	active
Milyli	2008	Chicago, Illinois, United States	Document Automation	n/a	n/a	Milyli is a computer software company that offers e-discovery software development services.	n/a	https://twitter.com/milyli?lang=en	n/a	n/a	https://www.linkedin.com/company/milyli-inc	https://www.facebook.com/makeitlikeyoulikeit/	Computer, Customer Service, Ediscovery, Legal Tech, Product Design, Robotics, Software, Software Engineering	active
LawGro	2015	Fremont	Practice Management	n/a	n/a	AI Powered Online Legal Practice Management Software	n/a	https://twitter.com/lawgro?lang=en	https://angel.co/company/lawgro	n/a	https://www.linkedin.com/company/lawgro/	https://www.facebook.com/lawgrowth	n/a	active
Lawcunae Infomation Solutions	2017	Bharat, Gujarat, India	Practice Management	n/a	n/a	Lawcunae Infomation Solutions is an end to end legal semantic search and case management portal.	http://www.lawcunae.com/	https://twitter.com/lacuna_space?lang=en	https://angel.co/company/lawyered-1	https://www.crunchbase.com/organization/lawcunae-infomation-solutions	https://www.linkedin.com/company/lacuna-solutions	https://www.facebook.com/search.php?q=Lawcunae+Information+Solutions+Private+Limited&type=users&init=srp	Document Management, Legal, Legal Tech, Search Engine, Semantic Search, Software	inactive
Resis	2016	Kraków, Malopolskie, Poland	Marketplace	n/a	n/a	Resis offers a legal practice management software that creates a better and more transparent legal experience.	 https://www.resis-srl.com/who-we-are/	https://twitter.com/resismusic?lang=en	https://angel.co/company/resis	https://www.crunchbase.com/organization/resis	https://www.linkedin.com/company-beta/10486327/	https://www.facebook.com/resisinc	CleanTech, Consulting, Legal, Legal Tech, Marketplace, SaaS, Software	active
Immicompliance.com	2016	La Palma, California, United States	Marketplace	n/a	n/a	Immicompliance is a cloud-based streamlined practice and case management system for immigration and other law firms.	n/a	https://twitter.com/immicompliance?lang=en	https://angel.co/company/immicompliance-com	n/a	https://www.linkedin.com/company/immicompliance/	https://www.facebook.com/immicompliance	Cloud Data Services, Consulting, Document Management, Information Technology, Legal, Legal Tech, SaaS, Software	active
LegalQ	2015	Henderson, Nevada, United States	Marketplace	n/a	n/a	LegalQ is an online site advertising attorneys flat fees and attorney reviews.	n/a	https://twitter.com/legalq_	n/a	n/a	https://www.linkedin.com/company/legalqapp	https://www.facebook.com/LegalQ.net?ref=hl	Advertising, Legal, Legal Tech, Marketing, Marketplace	inactive
Expertily	2015	Haryana, Haryana, India	Marketplace	n/a	n/a	Expertily is a legal network that connects lawyers to clients and expand the practice online.	https://www.expertily.com/	https://twitter.com/expertily	n/a	https://www.crunchbase.com/organization/expertily	http://www.Linkedin.com/company/expertily	n/a	Consulting, Internet, Internet of Things, Legal, Legal Tech, Marketplace	active
MainLaws	2015	Berlin, Berlin, Germany	Marketplace	n/a	n/a	MainLaws is an online marketplace that utilizes technology to make legal services more accessible.	https://mainlaws.pr.co	https://twitter.com/hashtag/mainlaw	https://angel.co/company/mainlaws	https://www.crunchbase.com/organization/mainlaws-ltd-	n/a	https://www.facebook.com/mainlaw26	Legal, Legal Tech, Marketplace, Online Portals, Professional Services	active
Zfusion Tech	2017	Xiamen, Fujian, China	Marketplace	n/a	n/a	Zfusion Tech provides an end-to-end solution to determine the services needed by customers efficiently.	 http://www.zfusion.cn/	n/a	n/a	https://www.crunchbase.com/organization/zfusion-tech	https://www.linkedin.com/company/zfusion	n/a	Artificial Intelligence, Consulting, Database, Intellectual Property, Legal, Legal Tech, Machine Learning	active
HowToFile TV	2018	Fairfax, Virginia, United States	Marketplace	n/a	n/a	HowToFile TV encourages people to seek legal counsel and understand the process.	n/a	@howtofile	n/a	n/a	n/a	n/a	Consulting, Education, Legal, Legal Tech, Video	inactive
Legaliboo Tech, S.L.	2015	Spain	Document Automation	n/a	n/a	Online contract automation solution in Spanish. Also available as a license technology for law firms (white labeled service) in order to provide a contract automation online service for their own clients.	 https://www.legaliboo.com	@legaliboo	www.angellist.com/legaliboo	www.crunchbase.com/legaliboo	https://www.linkedin.com/company/legaliboo	https://www.facebook.com/legaliboo/posts	contract automation	active
QDiscovery	2011	New London, Connecticut, United States	Marketplace	n/a	n/a	QDiscovery is a provider of electronic discovery and forensic technology services across the entire EDRM spectrum.	n/a	https://twitter.com/qdiscovery?lang=en	n/a	n/a	https://www.linkedin.com/company/quantum-discovery-llc	https://www.facebook.com/qdiscovery	Consulting, Document Management, Ediscovery, Information Technology, Legal, Legal Tech, Service Industry, Software	inactive
CourtQuant	2018	London	Analytics	n/a	n/a	CourtQuant is an AI startup based in London, growing out of a research project at the University of Cambridge. We predict litigation outcomes with high accuracy, analyse lawyers and select the best ones for individual cases and supply our clients with the litigation history of anyone who has ever appeared in court in the US and the UK.	 https://www.courtquant.com	N/A	N/A	N/A	https://www.linkedin.com/company/courtquant/	https://www.facebook.com/pages/CourtQuant/487048598410932	insurtech, litigation funding, platform, litigation analytics, ai	active
LawVu ltd	2015	Tauranga, Gisborne, New Zealand	Practice Management	n/a	n/a	LawVu is a legal operations platform that combines matter management, contract management, and vendor management in one connected system.	https://lawvu.com/	https://twitter.com/law_vu?lang=en	https://angel.co/company/lawvu-2	https://www.crunchbase.com/organization/lawvu	https://www.linkedin.com/company/lawvu/	https://www.facebook.com/LawvuHQ/	Enterprise Software, Information Technology, Legal, Legal Tech, Management Consulting, Professional Services	active
eMinutes	1998	Los Angeles, California, United States	Marketplace	n/a	n/a	EMinutes is a law firm that form loan outs, production companies, and other business entities for the entertainment industry.	 https://eminutes.com/	https://twitter.com/eminutes?lang=en	n/a	https://www.crunchbase.com/organization/eminutes	https://www.linkedin.com/company/eminutes/	http://www.facebook.com/eminutes	Business Development, Consulting, Legal, Legal Tech, Media and Entertainment	active
Vaultedge Software	2015	Bangalore, Karnataka, India	Document Automation	n/a	n/a	Vaultedge is a legal tech company that helps law firms organize and find documents easier.	 https://www.vaultedge.com/	https://twitter.com/vaultedgetweets?lang=en	https://angel.co/company/vaultedge-1	https://www.crunchbase.com/organization/vaultedge	https://www.linkedin.com/company/vaultedge/	https://www.facebook.com/vaultedge/	Artificial Intelligence, Cloud Data Services, Data Visualization, Document Management, Internet, Legal Tech, Risk Management, Software	active
Clearlaw Inc.	2018	Sunnyvale, CA	Analytics	n/a	n/a	Clearlaw takes the tedium out of contract review, allowing in-house legal teams to close deals faster and focus resources on strategic initiatives. We provide a self-updating playbook to guide salespeople, contract managers, and attorneys throughout the negotiation process, giving them the data they need to make better decisions more quickly.	n/a	@AIClearlaw	n/a	n/a	https://www.linkedin.com/company/clearlaw	https://www.facebook.com/pages/category/Software-Company/Clearlaw-AI-278098482746588/	n/a	active
Adam H. Rosenblum	2005	Bloomfield, NJ	Document Automation	n/a	n/a	We provide the easiest way to hire a traffic ticket lawyer.  Customers can upload their traffic ticket and sign the attorney authorization form on our website. This makes the hiring process very streamlined.   We are the only traffic ticket firm that is doing the entire hiring process digitally. This is a huge innovation in the traffic ticket space.  	 https://traffictickets.com/	https://twitter.com/rosenblumlaw?lang=en	https://angel.co/the-rosenblum-law-firm-p-c/	https://www.crunchbase.com/person/adam-rosenblum	https://www.linkedin.com/in/adam-h-rosenblum-3b71446	https://www.facebook.com/public/Adam-H-Rosenblum	digtal on-boarding process, online hiring	active
wakili.ai	2014	Nairobi, Kenya	Legal Research	n/a	n/a	Wakili.ai is a chatbot that uses a patent pending technique, called Wakili Logic™ enabling it to process Point In Time statute Accuracy (PITIA) leaving you confident that the legislation you are applying is up to date.   Wakili means 'Lawyer' and pitia means 'pass through' in Swahili. Lawyers need that extra, high level layer of confidence that the laws relied in their opinions, submissions or judgments are up-to date.	https://spark.adobe.com/page/xmnBik1K1tGUN/	https://twitter.com/Wakili__Jnr	https://angel.co/company/my-wakili/jobs	n/a	https://www.linkedin.com/company/wakil	https://www.facebook.com/awakili.awakili	artificial intelligence, legislative research	active
About innovation	2017	1 Boulevard de la Madeleine 75001 PARIS	MarketPlace	n/a	n/a	About innovation is an intangible asset management software. Our solution allows you to identify, protect and exploit your intangible assets to develop your business. Several services are included such as:  - company data import  - IP dashboard (to visualize all IP titles) - Document generator  - Electronic signature	https://www.aboutinnovation.com/en/	https://twitter.com/AboutInnovFR	https://angel.co/aboutinnovation-com	https://www.crunchbase.com/organization/about-innovation	n/a	https://www.wired.com/2014/02/decade-facebooks-innovations/	intellectual property, legal tech	active
Litimetrics Inc	2016	Los Angeles, California, United States	Analytics	n/a	n/a	Litimetrics helps you make smarter litigation decisions using data from court cases. Founded in 2016, Techstars 2017, exited 2019.	n/a	https://twitter.com/litimetrics?lang=en	https://angel.co/company/litimetrics	n/a	https://www.linkedin.com/company/litimetrics	https://www.facebook.com/litimetrics	Analytics, Artificial Intelligence, Legal, Legal Tech	active
Droits Quotidiens	2017	Paris, France	Legal Research	n/a	n/a	Droits Quotidiens is a database of legal information sheets written in plain language.  Based on citizens's daily life, it deals with every legal encounters a person can have (family, housing, work, health, money, tax, justice, etc.).   We provide a clear legal information. To understand legislation is the right of all !  In that way, we are convinced that plain language is the best way to fight the obscurantism of legal terms.   We also provide different services for citizens, social workers, legal workers, jurists and lawyers such as document automation, trainings and so on. 	https://www.droitsquotidiens.fr	@DQ_France	n/a	https://www.crunchbase.com/organization/droits-quotidiens	https://www.linkedin.com/company/droits-quotidiens/about/	https://www.facebook.com/droitsquotidiens/	n/a	inactive
APF Technologies LLC	2018	Chicago, IL	Compliance	n/a	n/a	APF Information Protection and Access Control Solution protects the information against outside invasions and internal misuses and provides organizations with unprecedented visibility into information usage	 https://www.apftechnology.com	@apf_technology	n/a	https://www.crunchbase.com/organization/apf-technologies	https://www.linkedin.com/company/apftechnology	https://www.facebook.com/pages/category/Internet-Company/APF-Technologies-LLC-521004241636496/	n/a	active
Flex Legal	2016	London	MarketPlace	n/a	n/a	Flexible resourcing for Law Firms	 https://flex.legal/	https://twitter.com/flexondemand?lang=en	https://angel.co/flex-legal	https://www.crunchbase.com/organization/f-lex	https://www.linkedin.com/company/f-lex	https://www.facebook.com/flexlegal/	n/a	active
High Performance Counsel	2016	London	MarketPlace	n/a	n/a	We feature the individuals, organizations & solutions driving the next decade of leadership & innovation in law. 	 https://highperformancecounsel.com/	https://twitter.com/hipcounsel	https://angel.co/david-kinnear	https://www.crunchbase.com/organization/high-performance-counsel	https://www.linkedin.com/company/hipcounsel	https://www.facebook.com/HighPerformanceCounsel/	n/a	active
Neksus Technologies	2016	London, England, United Kingdom	Online Dispute Resolution	n/a	n/a	Neksus  develops collaboration and automation tools to help lawyers and underwriters streamline bond issues, reducing legal risk.	http://www.neksus.co.uk/	n/a	https://angel.co/company/neksus-technologies/jobs	https://www.crunchbase.com/organization/neksus-technologies	https://www.linkedin.com/company/neksustechnologies/about/	n/a	Collaboration, Document Management, Legal, Legal Tech	inactive
NEXAW	2016	London	Practice Management	n/a	n/a	Coming Soon NEXAW â¢ The Start Up Legal Company	n/a	https://twitter.com/nexaw?lang=en	n/a	n/a	https://www.linkedin.com/company/nexaw	https://www.facebook.com/NEXAWCom/	n/a	inactive
