name	date	hq	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
GGRUS Technologies Private Limited	n/a	Delhi, Delhi, India	Marketplace	n/a	n/a	Mobile App. Public grievance expression, escalation, redressal & resolution thru e-conciliation & e-courts of law. Pre+post shopping service	http://www.c2sbook.org	n/a	n/a	https://www.crunchbase.com/organization/ggrus-technologies-private-limited	n/a	https://www.facebook.com/C2Sbook-197121134168008	Consumer, E-Commerce, Legal Tech	active
Legal Loans	n/a	Las Vegas, Nevada, United States	Practice Management	n/a	n/a	Legal Loans provide financial assistance through pre-settlement funding, superior service and rapid response to clients.	 https://legalloans.us/	n/a	n/a	https://www.crunchbase.com/organization/legal-loans	https://www.linkedin.com/company/legalloans/	https://www.facebook.com/LegalLoan/	Legal, Legal Tech	active
PacerDash	n/a	New York, New York, United States	Document Automation	n/a	n/a	PacerDash is a platform that enables users to import, track, and retrieve dockets.	 https://www.pacerdash.com/	https://twitter.com/pacerdash?lang=en	n/a	https://www.crunchbase.com/organization/pacerdash	n/a	n/a	Document Management, Legal, Legal Tech	active
BGC Brasil	n/a	n/a	Document Automation	n/a	n/a	BGC Brasil is the leading provider of high volume background checks in Brazil especially for the gig economy	https://www.bgcbrasil.com.br	n/a	n/a	https://www.crunchbase.com/organization/bgc-brasil	https://www.linkedin.com/company/bgc-brasil	n/a	Developer APIs, Enterprise Software, Human Resources, Information Services, Legal, Legal Tech, Public Safety	active
Tvuna Software Industries	n/a	Ramat Gan, Tel Aviv, Israel	Practice Management	n/a	n/a	Tvuna is a computer software company that specializes in law, corporate governance, law-tech, and legal technology.	http://www.tvuna.co.il	n/a	n/a	https://www.crunchbase.com/organization/tvuna-software-industries-boardirector	https://www.linkedin.com/company/tm-it	https://www.facebook.com/tvuna.digital/	Computer, Legal Tech, Software	active
Free Legal Aid	n/a	San Diego, California, United States	Legal Education	n/a	n/a	Free Legal Aid is creating a website focused on giving free legal information to the public.	n/a	n/a	n/a	n/a	n/a	https://www.facebook.com/Free.Legal.Aid/	Commercial, Legal, Legal Tech	active
Disputec PeaceMaker	n/a	Tel Aviv, Tel Aviv, Israel	Compliance	n/a	n/a	Disputec PeaceMaker provides technological tools for litigations, legal advice, and arbitrations in the branches of law.	https://www.yesskipno.co.il/login	n/a	n/a	https://www.crunchbase.com/organization/disputec-peacemaker-dpm	n/a	n/a	Data Center Automation, Information Technology, Legal, Legal Tech, Software	active
Peace Talks Mediation	n/a	Sherman Oaks, California, United States	Practice Management	n/a	n/a	Peace Talks Mediation is a full service mediation firm that specializes in helping people in a sane and sensible manner.	https://peace-talks.com	https://twitter.com/peacetalks?lang=en	n/a	https://www.crunchbase.com/organization/peace-talks-mediation	https://www.linkedin.com/company/peace-talks-mediation-services/about/	https://www.facebook.com/pg/PeaceTalks/=	Law Enforcement, Legal, Legal Tech	active
Bengoshi Talk	n/a	Tokyo, Tokyo, Japan	Legal Education	n/a	n/a	Bengoshi Talk is an application that provides free legal consultation from lawyers.	https://bengoshi109.com	https://twitter.com/hashtag/bengoshi	n/a	https://www.crunchbase.com/organization/bengoshi-talk	n/a	n/a	Apps, Consulting, Legal, Legal Tech, Software	active
Lawhawk	n/a	Wellington, Wellington, New Zealand	Document Automation	n/a	n/a	LawHawk is for lawyers and procurement specialists that want to prepare great legal and procurement documents as fast as possible	 https://www.lawhawk.nz/	https://twitter.com/lawhawk	n/a	https://www.crunchbase.com/organization/lawhawk	https://www.linkedin.com/company/lawhawk-limited/	https://www.facebook.com/lawhawknz/	Information Services, Information Technology, Legal, Legal Tech	active
Nubbius	n/a	Granada, Andalucia, Spain	Document Automation	n/a	n/a	Nubbius develops software for lawyers in a secure cloud.	 https://nubbius.com/	https://twitter.com/nubbius?lang=en	n/a	https://www.crunchbase.com/organization/nubbius	https://www.linkedin.com/showcase/nubbius---software-en-la-nube-para-abogados/	https://www.facebook.com/nubbius/	Consulting, Information Technology, Legal, Legal Tech, Software	active
QuickWill	n/a	London, England, United Kingdom	Document Automation	n/a	n/a	Will Writer	 https://quickwill.co.za/	https://twitter.com/quickwill_za	n/a	https://www.crunchbase.com/organization/quickwill	https://www.linkedin.com/company/quickwill-za	https://www.facebook.com/quickwilldotcom/	Legal Tech	active
Soocasa	n/a	Halifax, Nova Scotia, Canada	Practice Management	n/a	n/a	Soocasa is an online platform created to facilitate the buying and selling of residential real estate through lease option programs.	http://soo.casa	n/a	n/a	https://www.crunchbase.com/organization/soocasa	https://www.linkedin.com/company/soocasa/	https://www.facebook.com/soocasa/	Legal, Legal Tech, Property Management, Real Estate, Rental Property	active
Righty	n/a	Rishon Le Zion, HaMerkaz, Israel	Document Automation	n/a	n/a	Righty is a payroll testing platform helping employers minimize paycheck errors globally, quickly, easily, and affordably.	http://righty.io	https://twitter.com/rightyofficial?lang=en	https://angel.co/company/righty	https://www.crunchbase.com/organization/your-right	https://www.linkedin.com/company/getrighty	https://www.facebook.com/myrighty	Apps, Finance, Financial Services, Legal Tech, Recruiting	active
Saxton and Stump	n/a	Harrisburg, Pennsylvania, United States	Marketplace	n/a	n/a	Saxton & Stump is a full-service law firm serving businesses by providing legal and consulting services.	https://www.saxtonstump.com	https://twitter.com/hashtag/saxtonstump	n/a	https://www.crunchbase.com/organization/saxton-and-stump	https://www.linkedin.com/company/saxtonandstumpllc/	https://www.facebook.com/pg/saxtonstump/	Law Enforcement, Legal, Legal Tech	active
Bis-Tec Technologies	n/a	Petah Tikwah, HaMerkaz, Israel	E-Discovery	n/a	n/a	Bis-Tec provides solution in the fields of computer forensic, E-discovery, cyber, and big data analysis.	http://www.bis-tec.com	https://twitter.com/biztechmagazine?lang=en	n/a	https://www.crunchbase.com/organization/bis-tec-technologies	https://www.linkedin.com/company/b.i.s.-technologies	https://www.facebook.com/BistecGlobal	Big Data, Cyber Security, Information Technology, Legal Tech	active
AOS Korea	n/a	Seoul, Seoul-t'ukpyolsi, South Korea	Document Automation	n/a	n/a	AOS Korea provides legal tech, AI chatbot and intelligent cloud backup services.	http://aoskorea.kr	n/a	https://angel.co/south-korea	https://www.crunchbase.com/organization/aos-korea	https://www.linkedin.com/company/aos	https://www.facebook.com/pages/AOS-Korea/1001608079978381	Artificial Intelligence, Information Technology, Legal Tech	inactive
Visitation Ease	n/a	Sandy, Utah, United States	Practice Management	n/a	n/a	Fair Visitation for Everyone.	 http://visitationease.com/	n/a	https://angel.co/company/visitation-ease	https://www.crunchbase.com/organization/visitation-ease	n/a	https://www.facebook.com/visitationease/	Android, Information Technology, iOS, Legal Tech, Software	active
Iuris NOW	n/a	n/a	Practice Management	n/a	n/a	Iuris NOW is a platform that offers you the best professionals in the legal sector	 https://iurisnow.com/es/	https://twitter.com/iurisnow?lang=en	n/a	https://www.crunchbase.com/organization/iuris-now	https://www.linkedin.com/company/iurisnow/	https://www.facebook.com/iurisnow/	Legal, Legal Tech	active
BlackLetter	n/a	Chicago, Illinois, United States	Marketplace	n/a	n/a	BlackLetter is an encrypted attorney-client communication and collaboration software that enables lawyers and clients to communicate.	http://www.blackletter.io	n/a	https://angel.co/company/blackletter-1	https://www.crunchbase.com/organization/blackletter-2	https://www.linkedin.com/company/velawsity/	https://www.facebook.com/blackletterapp/	Collaboration, Communications Infrastructure, Document Management, Legal, Legal Tech, Mobile, Software	active
BAI Digital	n/a	Elk Grove, California, United States	Marketplace	n/a	n/a	Web Design and SEO	 https://www.baidigital.com/	n/a	n/a	https://www.crunchbase.com/organization/bai-digita	n/a	https://www.facebook.com/baidigital/	Finance, Internet, Legal, Legal Tech, Telecommunications, Web Design, Web Development	active
Enact Conveyancing	n/a	Leeds, Leeds, United Kingdom	Marketplace	n/a	n/a	Enact Conveyancing is a Legal Services company located in Leeds.	http://enact.co.uk	https://twitter.com/enactcareers?lang=en	n/a	https://www.crunchbase.com/organization/enactnveyancing	https://www.linkedin.com/company/enact-conveyancing-ltd.	http://www.facebook.com/Enact-Conveyancing-Sydney/24883529	Finance, Legal, Legal Tech	active
Pisar.bg	n/a	Sofia, Grad Sofiya, Bulgaria	Practice Management	n/a	n/a	Pisar.bg is a technology platform, which helps people found their own business - fast, easy and secure.	 https://pisar.bg/	https://twitter.com/pisarbg	n/a	https://www.crunchbase.com/organization/pisar-bg	https://www.linkedin.com/company/10806866/	https://facebook.com/pisarbg/	Accounting, Document Preparation, Information Technology, Legal, Legal Tech	active
